DATE,UDV,GMS,VOL
2005-08-11,51.055,26796390,52485791
2005-08-12,-35.676,-20857774,58464103
2005-08-15,75.15,32742765,43569696
2005-08-16,-14.132,-6758274,47822563
2005-08-17,65.318,31589626,48362517
2005-08-18,-79.764,-55591336,69694912
2005-08-19,25.063,11261036,44930027
2005-08-22,38.081,12771460,33537709
2005-08-23,-38.562,-11754227,30481638
2005-08-24,58.247,17981567,30871423
2005-08-25,35.237,12193453,34604403
2005-08-26,19.957,7083191,35492096
2005-08-29,-21.754,-7793260,35824744
2005-08-30,-6.605,-1841204,27875013
2005-08-31,72.18,24096578,33384211
2005-09-01,79.597,39385203,49480994
2005-09-02,26.753,11550301,43173375
2005-09-05,60.833,23603664,38800853
2005-09-06,-64.887,-32060611,49410225
2005-09-07,87.593,37629810,42959763
2005-09-08,5.015,2329702,46455253
2005-09-09,-36.174,-12066328,33356525
2005-09-12,28.917,7175954,24815734
2005-09-13,85.15,31627700,37143341
2005-09-14,36.035,16872349,46822748
2005-09-15,17.947,7038271,39217364
2005-09-16,11.868,4011248,33799393
2005-09-19,69.144,25237641,36499987
2005-09-20,-10.144,-4647617,45815763
2005-09-21,-36.494,-17040028,46693130
2005-09-22,-73.994,-31249833,42232788
2005-09-23,-22.987,-6619821,28798401
2005-09-26,32.776,6973075,21274695
2005-09-27,-57.127,-15308896,26798126
2005-09-28,-4.754,-1059850,22294297
2005-09-29,77.251,21464426,27785366
2005-09-30,-2.363,-535037,22641705
2005-10-10,-27.838,-4904576,17618535
2005-10-11,91.01,18797786,20654592
2005-10-12,42.603,11643996,27331694
2005-10-13,-16.46,-4188972,25449323
2005-10-14,-24.899,-5704600,22910800
2005-10-17,6.856,1542104,22492843
2005-10-18,52.321,13628729,26048463
2005-10-19,-15.813,-4317940,27306474
2005-10-20,3.045,839539,27575104
2005-10-21,40.544,10830699,26713167
2005-10-24,11.997,3034937,25296850
2005-10-25,-41.812,-10384828,24836880
2005-10-26,-58.744,-16431632,27971483
2005-10-27,-9.748,-2400631,24625779
2005-10-28,-39.551,-10242076,25895884
2005-10-31,59.113,12894066,21812472
2005-11-01,-12.093,-2511924,20771013
2005-11-02,75.143,20061866,26698263
2005-11-03,-20.915,-4841508,23148552
2005-11-04,40.616,7912036,19480071
2005-11-07,43.262,7985270,18457920
2005-11-08,51.293,11301433,22032932
2005-11-09,-8.493,-2096847,24688898
2005-11-10,-60.003,-15018216,25029270
2005-11-11,40.85,8116994,19870170
2005-11-14,20.617,2896522,14049282
2005-11-15,-26.271,-4578890,17429266
2005-11-16,56.628,10128556,17886250
2005-11-17,4.609,807937,17528791
2005-11-18,92.542,29935847,32348431
2005-11-21,20.326,4226485,20793983
2005-11-22,-72.564,-13600507,18742714
2005-11-23,77.944,11526520,14788255
2005-11-24,53.998,10845424,20084943
2005-11-25,24.084,4065290,16879632
2005-11-28,-14.619,-2317047,15849170
2005-11-29,-51.656,-7522610,14562896
2005-11-30,37.524,6036957,16088296
2005-12-01,9.406,1293442,13751084
2005-12-02,-16.476,-3000640,18212136
2005-12-05,-65.146,-11879992,18235993
2005-12-06,54.485,8867481,16275043
2005-12-07,62.69,9489826,15137787
2005-12-08,-9.829,-1534515,15612877
2005-12-09,89.362,19006057,21268523
2005-12-12,34.47,6584598,19102408
2005-12-13,21.248,3713654,17477430
2005-12-14,63.682,14424492,22650727
2005-12-15,-22.523,-5797933,25742817
2005-12-16,63.77,12619796,19789504
2005-12-19,20.105,3565042,17731682
2005-12-20,32.243,5826950,18072071
2005-12-21,-34.859,-6379275,18300445
2005-12-22,52.732,8768103,16627676
2005-12-23,67.501,14374523,21295368
2005-12-26,51.766,14122165,27280841
2005-12-27,-1.738,-403383,23210890
2005-12-28,12.908,2715427,21037588
2005-12-29,53.725,16719567,31120925
2005-12-30,-46.889,-13002692,27730832
2006-01-04,74.946,23777604,31726164
2006-01-05,61.793,26186871,42378171
2006-01-06,45.931,22282589,48513665
2006-01-09,49.077,20474960,41720391
2006-01-10,19.356,7245816,37433940
2006-01-11,-16.57,-7140003,43089369
2006-01-12,83.46,33317766,39920717
2006-01-13,1.473,610816,41463958
2006-01-16,-49.317,-18234069,36973038
2006-01-17,24.822,7132755,28735089
2006-01-18,84.96,31254134,36786912
2006-01-19,38.859,17123983,44066617
2006-01-20,15.193,6896874,45393836
2006-01-23,25.78,10709231,41540544
2006-01-24,-1.493,-638716,42787217
2006-01-25,13.442,5281463,39290354
2006-02-06,79.032,32579995,41224036
2006-02-07,5.154,2812409,54563236
2006-02-08,39.709,17743523,44684059
2006-02-09,-41.809,-16955650,40555480
2006-02-10,65.273,24863727,38091777
2006-02-13,-8.845,-3372123,38125255
2006-02-14,33.365,11054527,33131751
2006-02-15,5.387,2232890,41452704
2006-02-16,-61.064,-27999374,45852524
2006-02-17,-11.356,-4209710,37070107
2006-02-20,9.529,2988903,31366219
2006-02-21,81.334,28791688,35399524
2006-02-22,6.618,2518689,38058300
2006-02-23,25.564,8383677,32795032
2006-02-24,41.22,13626929,33059129
2006-02-27,-31.16,-10924253,35058412
2006-02-28,38.431,12232678,31830103
2006-03-01,30.899,10242133,33147582
2006-03-02,-60.263,-24977313,41447136
2006-03-03,25.824,9020389,34929621
2006-03-06,-5.132,-1497814,29184055
2006-03-07,-75.91,-23977847,31587007
2006-03-08,4.017,1108959,27607164
2006-03-09,-12.682,-2789159,21992605
2006-03-10,22.67,4581039,20207227
2006-03-13,58.791,11772567,20024544
2006-03-14,13.527,2734439,20215408
2006-03-15,74.578,18908228,25353475
2006-03-16,6.96,1803203,25907823
2006-03-17,-8.305,-2227378,26819319
2006-03-20,72.517,20302875,27997490
2006-03-21,27.408,9532276,34778774
2006-03-22,58.531,19687977,33636656
2006-03-23,25.34,9901449,39074907
2006-03-24,-25.392,-9411924,37066549
2006-03-27,55.258,17254510,31225440
2006-03-28,35.991,14557488,40447471
2006-03-29,22.977,11722224,51016244
2006-03-30,-39.034,-15595461,39953082
2006-03-31,36.982,14562678,39377300
2006-04-03,73.612,36740297,49910867
2006-04-04,48.989,27534778,56206168
2006-04-05,38.683,21748541,56221859
2006-04-06,-7.035,-4393875,62461135
2006-04-07,28.404,16854785,59338741
2006-04-10,75.606,46372928,61335303
2006-04-11,2.687,1759504,65487580
2006-04-12,-1.403,-803335,57247081
2006-04-13,-51.815,-32667612,63046858
2006-04-14,88.616,48026216,54196095
2006-04-17,25.701,15526767,60413394
2006-04-18,3.929,2132682,54274597
2006-04-19,-9.943,-5736585,57694412
2006-04-20,-20.136,-12745633,63298287
2006-04-21,35.31,23754042,67272699
2006-04-24,-16.792,-12497249,74425743
2006-04-25,18.25,11553106,63304360
2006-04-26,31.726,22004414,69358109
2006-04-27,9.703,5450414,56171460
2006-04-28,63.015,42175689,66929888
2006-05-08,89.815,66685795,74247781
2006-05-09,73.023,70169520,96091776
2006-05-10,24.404,23549240,96497224
2006-05-11,-26.264,-28851340,109852494
2006-05-12,79.752,78545566,98486751
2006-05-15,78.246,99608437,127301261
2006-05-16,-44.446,-58631739,131917167
2006-05-17,41.271,42750227,103583422
2006-05-18,29.52,26508274,89796507
2006-05-19,69.696,75096536,107748035
2006-05-22,47.504,51753240,108945646
2006-05-23,-67.173,-66436625,98903833
2006-05-24,-52.722,-46335194,87885637
2006-05-25,35.374,21146173,59778327
2006-05-26,65.026,41349077,63588562
2006-05-29,68.822,51474187,74792833
2006-05-30,21.523,16921986,78624558
2006-05-31,-12.96,-11162132,86130798
2006-06-01,91.745,90911475,99091250
2006-06-02,3.688,4223867,114539459
2006-06-05,56.562,54032164,95526647
2006-06-06,-14.475,-11978372,82752119
2006-06-07,-87.756,-79819959,90956897
2006-06-08,35.727,28186664,78894567
2006-06-09,-53.539,-37072869,69244723
2006-06-12,35.391,16138368,45600438
2006-06-13,10.956,5148113,46990607
2006-06-14,-6.08,-2882262,47402429
2006-06-15,10.573,4381577,41439910
2006-06-16,80.96,40348609,49837524
2006-06-19,72.474,39364469,54315224
2006-06-20,34.311,18141971,52875371
2006-06-21,-9.719,-5581242,57425053
2006-06-22,13.293,6485833,48792702
2006-06-23,51.203,26468952,51694343
2006-06-26,65.148,37654733,57799111
2006-06-27,8.005,4380893,54724414
2006-06-28,15.306,7778919,50823686
2006-06-29,84.97,65354527,76914441
2006-06-30,-19.876,-14472164,72813656
2006-07-03,71.07,51822207,72916729
2006-07-04,-24.786,-20019659,80768719
2006-07-05,-48.151,-39139782,81286345
2006-07-06,77.17,55973696,72532837
2006-07-07,-16.267,-11520645,70820944
2006-07-10,25.82,15202001,58877040
2006-07-11,28.172,17447828,61932152
2006-07-12,-5.795,-4303666,74263891
2006-07-13,-81.713,-82699696,101207791
2006-07-14,72.876,46615178,63965478
2006-07-17,70.475,34749419,49307267
2006-07-18,21.905,10711290,48898910
2006-07-19,-56.437,-30000321,53157601
2006-07-20,53.952,22821252,42299492
2006-07-21,32.688,14186852,43400710
2006-07-24,55.064,24011844,43607455
2006-07-25,54.26,26129800,48156885
2006-07-26,5.857,2699428,46091827
2006-07-27,-33.869,-17595755,51951690
2006-07-28,-18.375,-9035457,49173721
2006-07-31,-70.469,-35229085,49992129
2006-08-01,-42.809,-19172295,44785262
2006-08-02,-6.265,-2523575,40281539
2006-08-03,3.58,1083262,30258538
2006-08-04,-67.669,-25149792,37165872
2006-08-07,-30.991,-10799998,34848757
2006-08-08,89.823,30696210,34174240
2006-08-09,2.127,677032,31834789
2006-08-10,76.891,28716677,37347047
2006-08-11,18.409,6397041,34749836
2006-08-14,-63.001,-23470378,37253977
2006-08-15,84.892,25742822,30324214
2006-08-16,71.307,29790518,41778038
2006-08-17,-16.588,-5785999,34879688
2006-08-18,-7.849,-2600658,33131633
2006-08-21,95.897,32865318,34271299
2006-08-22,50.048,18976168,37915939
2006-08-23,-7.242,-2866441,39581963
2006-08-24,53.592,18994953,35443317
2006-08-25,10.825,4441416,41028387
2006-08-28,84.117,47257352,56180713
2006-08-29,-7.611,-5201879,68343057
2006-08-30,52.566,24474977,46560233
2006-08-31,28.689,14827083,51682673
2006-09-01,-49.614,-25958637,52320985
2006-09-04,85.634,40769270,47608983
2006-09-05,13.194,7433966,56342895
2006-09-06,28.583,14301667,50036306
2006-09-07,-53.464,-23137831,43277305
2006-09-08,33.947,12402774,36535725
2006-09-11,36.372,15679885,43109997
2006-09-12,37.099,18610706,50165127
2006-09-13,-13.404,-7566574,56449234
2006-09-14,9.297,4236306,45568449
2006-09-15,71.294,43274977,60699059
2006-09-18,42.717,24989978,58501860
2006-09-19,-0.349,-196083,56230887
2006-09-20,20.683,10931777,52852730
2006-09-21,23.236,12571205,54101861
2006-09-22,-40.898,-23983376,58642520
2006-09-25,10.032,5166228,51497659
2006-09-26,-6.38,-2867216,44938777
2006-09-27,51.221,20884406,40773109
2006-09-28,32.677,15381120,47069749
2006-09-29,50.288,28936215,57540920
2006-10-09,51.547,37347321,72453046
2006-10-10,25.027,18519102,73996951
2006-10-11,17.764,11100367,62487816
2006-10-12,-4.788,-3406464,71146429
2006-10-13,32.221,18367975,57005825
2006-10-16,1.071,677788,63262017
2006-10-17,-5.596,-3034288,54222146
2006-10-18,68.383,35245480,51541295
2006-10-19,16.296,9295786,57042038
2006-10-20,-15.663,-9284710,59276287
2006-10-23,-71.89,-44002435,61208105
2006-10-24,93.228,50975589,54678467
2006-10-25,-13.006,-8307651,63876387
2006-10-26,16.766,10634437,63426974
2006-10-27,-34.203,-21347448,62413818
2006-10-30,29.664,16605399,55977850
2006-10-31,51.371,29714440,57843019
2006-11-01,39.463,24800856,62846389
2006-11-02,12.446,8217856,66029859
2006-11-03,6.235,3772971,60512906
2006-11-06,42.263,26909038,63669899
2006-11-07,-9.53,-6634716,69620927
2006-11-08,-34.245,-16411276,47923601
2006-11-09,79.223,42888703,54136548
2006-11-10,-52.609,-36937262,70210634
2006-11-13,-49.739,-29850766,60014974
2006-11-14,46.221,23525515,50897765
2006-11-15,84.109,46687544,55508505
2006-11-16,-17.17,-12596209,73360320
2006-11-17,79.739,48223210,60476213
2006-11-20,27.883,19854109,71204702
2006-11-21,30.552,20622630,67500252
2006-11-22,55.039,45072287,81891640
2006-11-23,43.757,32618662,74545108
2006-11-24,41.722,32071331,76868908
2006-11-27,61.548,44416145,72164531
2006-11-28,-3.161,-2268703,71773949
2006-11-29,81.199,59175929,72878027
2006-11-30,68.705,67075200,97627383
2006-12-01,16.337,16505226,101027865
2006-12-04,80.563,90236131,112006346
2006-12-05,19.915,23377248,117387633
2006-12-06,-13.496,-18305356,135632488
2006-12-07,11.284,14498593,128483476
2006-12-08,-57.997,-59689365,102917814
2006-12-11,96.863,76341687,78813900
2006-12-12,-8.146,-7104368,87216722
2006-12-13,-4.323,-3226059,74621986
2006-12-14,60.217,47590892,79031952
2006-12-15,33.775,29710597,87966698
2006-12-18,42.826,45662705,106623877
2006-12-19,12.733,14569394,114418546
2006-12-20,60.676,64727029,106677186
2006-12-21,-31.242,-35241394,112802351
2006-12-22,-10.375,-9650843,93018232
2006-12-25,43.249,40526072,93704095
2006-12-26,-15.185,-13430502,88444408
2006-12-27,50.22,43550176,86719221
2006-12-28,-31.451,-30638179,97417044
2006-12-29,68.847,73292480,106457003
2007-01-04,0.697,992187,142263121
2007-01-05,57.101,71914406,125942186
2007-01-08,90.164,122230715,135564777
2007-01-09,59.548,83498462,140220749
2007-01-10,59.858,86666801,144787404
2007-01-11,-5.059,-8194146,161982800
2007-01-12,-60.809,-85267475,140222608
2007-01-15,94.12,113940157,121058273
2007-01-16,32.384,46765764,144410126
2007-01-17,-30.568,-52407814,171446521
2007-01-18,43.787,64808775,148009806
2007-01-19,77.8,128640198,165347996
2007-01-22,89.945,168512754,187351789
2007-01-23,5.515,10303119,186829194
2007-01-24,24.438,38875454,159079593
2007-01-25,-56.171,-87905137,156496460
2007-01-26,63.371,92106650,145344004
2007-01-29,75.136,109637793,145918368
2007-01-30,-29.008,-42204567,145491474
2007-01-31,-76.448,-113549278,148531994
2007-02-01,56.22,69417665,123475165
2007-02-02,-52.306,-57652101,110221853
2007-02-05,28.745,25746851,89568402
2007-02-06,57.079,59159662,103645554
2007-02-07,37.943,45164453,119032653
2007-02-08,52.101,61344536,117742386
2007-02-09,-2.67,-2840929,106389904
2007-02-12,81.622,86237844,105655377
2007-02-13,37.493,39727968,105961819
2007-02-14,75.81,94489893,124639891
2007-02-15,80.049,116191964,145150747
2007-02-16,-5.676,-8892779,156662564
2007-02-26,77.166,112448039,145722349
2007-02-27,-94.188,-203965171,216551353
2007-02-28,97.47,158828322,162950216
2007-03-01,-31.455,-53783916,170986374
2007-03-02,43.795,56175884,128270041
2007-03-05,-15.723,-22795063,144978325
2007-03-06,29.903,31405873,105026290
2007-03-07,81.779,96796879,118364304
2007-03-08,63.186,78559035,124329824
2007-03-09,-6.792,-9710325,142967753
2007-03-12,59.821,83724626,139957946
2007-03-13,42.86,63194997,147445415
2007-03-14,5.244,8181991,156012011
2007-03-15,73.995,104019356,140577044
2007-03-16,-53.136,-86016091,161879415
2007-03-19,94.921,134015053,141186246
2007-03-20,56.802,71590363,126035323
2007-03-21,47.648,66051246,138622396
2007-03-22,-5.295,-8832840,166826408
2007-03-23,42.351,67942859,160427418
2007-03-26,72.071,120890001,167738068
2007-03-27,42.618,73101094,171527930
2007-03-28,-14.314,-30423457,212545124
2007-03-29,-51.28,-94949860,185159214
2007-03-30,51.524,60143502,116729428
2007-04-02,85.959,107705905,125299105
2007-04-03,26.126,38145410,146006678
2007-04-04,14.953,22860719,152886773
2007-04-05,65.803,99850049,151741282
2007-04-06,70.612,116927370,165590659
2007-04-09,46.23,85503970,184952356
2007-04-10,15.275,29575357,193614759
2007-04-11,32.854,64984449,197795491
2007-04-12,60.06,113279139,188608763
2007-04-13,-31.092,-64065592,206051068
2007-04-16,86.265,153545886,177992614
2007-04-17,42.49,94565573,222559971
2007-04-18,47.477,98576412,207630256
2007-04-19,-70.833,-164859575,232742558
2007-04-20,94.913,178693532,188270199
2007-04-23,75.749,167307810,220872061
2007-04-24,3.151,7413072,235290563
2007-04-25,0.552,1076406,195024357
2007-04-26,30.032,47542151,158306639
2007-04-27,-11.932,-20436210,171270006
2007-04-30,36.035,68456479,189971516
2007-05-08,46.477,97973929,210800160
2007-05-09,13.708,35194809,256748650
2007-05-10,38.473,83201768,216262227
2007-05-11,2.721,4916274,180710704
2007-05-14,71.685,127707222,178151084
2007-05-15,-62.4,-122046028,195586150
2007-05-16,83.562,141082824,168835437
2007-05-17,65.052,118820024,182652617
2007-05-18,7.487,12652876,169002646
2007-05-21,98.734,200691308,203263610
2007-05-22,27.68,62358118,225283153
2007-05-23,61.903,128781223,208035582
2007-05-24,-24.538,-58028123,236482532
2007-05-25,55.076,109495730,198808713
2007-05-28,35.301,80676407,228540760
2007-05-29,37.95,85105939,224259615
2007-05-30,-50.989,-122321686,239899881
2007-05-31,-12.311,-27299335,221750591
2007-06-01,-73.455,-149928470,204109400
2007-06-04,-95.399,-137218036,143835673
2007-06-05,97.365,199702579,205107600
2007-06-06,22.403,44711007,199571590
2007-06-07,89.724,170544562,190077606
2007-06-08,19.316,35628711,184454592
2007-06-11,8.789,15927871,181222027
2007-06-12,28.567,59567384,208517023
2007-06-13,55.948,124505014,222536216
2007-06-14,-35.061,-65758675,187553931
2007-06-15,22.065,32599498,147743140
2007-06-18,39.234,67858750,172960044
2007-06-19,44.823,76819921,171383199
2007-06-20,-56.385,-105748934,187547258
2007-06-21,7.857,12033967,153162856
2007-06-22,-75.223,-121932331,162095010
2007-06-25,-80.919,-110737076,136848480
2007-06-26,82.101,102134430,124401176
2007-06-27,71.321,93211581,130692666
2007-06-28,-74.578,-96375035,129226433
2007-06-29,-23.678,-27143773,114638673
2007-07-02,47.134,45709950,96977898
2007-07-03,8.066,7356064,91193676
2007-07-04,-55.394,-42918421,77478755
2007-07-05,-72.807,-62298548,85566501
2007-07-06,98.669,106349856,107784167
2007-07-09,80.688,90506397,112168619
2007-07-10,-47.629,-48240517,101283545
2007-07-11,65.715,45784148,69670768
2007-07-12,21.412,14703655,68670085
2007-07-13,-7.188,-4259812,59263006
2007-07-16,-61.66,-38810272,62942521
2007-07-17,86.534,56252603,65005985
2007-07-18,30.171,24280452,80477139
2007-07-19,25.464,16283014,63946307
2007-07-20,95.191,100849585,105944634
2007-07-23,88.567,136591918,154223724
2007-07-24,-37.446,-54982110,146830802
2007-07-25,88.918,110814136,124625395
2007-07-26,36.334,48600022,133760478
2007-07-27,57.096,77259597,135314696
2007-07-30,76.042,114857498,151045074
2007-07-31,24.807,36108332,145554525
2007-08-01,-79.634,-134461456,168848537
2007-08-02,87.62,116159416,132571239
2007-08-03,20.226,30484501,150716721
2007-08-06,45.529,69481857,152608441
2007-08-07,-9.462,-14701895,155372041
2007-08-08,-1.807,-2541509,140631123
2007-08-09,37.891,45287989,119521812
2007-08-10,-29.27,-38713790,132265186
2007-08-13,19.749,27165871,137558652
2007-08-14,46.674,52167233,111769251
2007-08-15,-19.705,-22690316,115148025
2007-08-16,24.231,28811305,118900657
2007-08-17,-22.736,-26389504,116068269
2007-08-20,77.918,99323956,127473052
2007-08-21,4.85,6757911,139334121
2007-08-22,87.324,130293560,149207046
2007-08-23,13.917,19309036,138740088
2007-08-24,-0.191,-277045,144707569
2007-08-27,-12.269,-19154001,156116354
2007-08-28,14.707,21026744,142971876
2007-08-29,-9.98,-13558088,135850504
2007-08-30,71.277,100122570,140470202
2007-08-31,16.124,23248977,144192136
2007-09-03,49.439,85343345,172623636
2007-09-04,-23.088,-37326623,161671821
2007-09-05,21.376,28160345,131740642
2007-09-06,19.384,27682960,142809965
2007-09-07,-29.77,-47937126,161023257
2007-09-10,84.529,115242450,136335552
2007-09-11,-86.521,-127370127,147213714
2007-09-12,40.433,52339542,129447522
2007-09-13,53.777,61915944,115134317
2007-09-14,30.777,38204600,124134896
2007-09-17,78.604,110112895,140085908
2007-09-18,7.037,9897043,140637856
2007-09-19,-39.199,-47590977,121409371
2007-09-20,28.535,33256390,116545331
2007-09-21,-22.888,-28377041,123980869
2007-09-24,5.076,5676563,111840611
2007-09-25,-32.493,-30211306,92976731
2007-09-26,-34.931,-27424839,78511121
2007-09-27,33.715,23888051,70852355
2007-09-28,61.545,62086639,100880674
2007-10-08,-32.33,-35983375,111300256
2007-10-09,32.317,33525925,103740026
2007-10-10,-17.297,-19913372,115125142
2007-10-11,-10.889,-12879460,118280397
2007-10-12,-34.971,-50983601,145786339
2007-10-15,18.834,22438391,119136492
2007-10-16,18.412,18954552,102947610
2007-10-17,-4.68,-4165868,89018860
2007-10-18,-47.473,-42665921,89874486
2007-10-19,-21.184,-15354388,72482770
2007-10-22,-35.81,-25356030,70807275
2007-10-23,19.784,14871628,75171501
2007-10-24,-43.424,-32952969,75886977
2007-10-25,-80.988,-74639435,92161121
2007-10-26,32.713,22499609,68778319
2007-10-29,44.121,26636306,60371398
2007-10-30,55.787,35553663,63731057
2007-10-31,50.317,44118637,87681821
2007-11-01,-38.167,-30310757,79416775
2007-11-02,-22.354,-16204802,72491456
2007-11-05,3.978,2921598,73443778
2007-11-06,21.384,11535138,53943348
2007-11-07,-4.96,-2667680,53786367
2007-11-08,-75.632,-47089870,62261938
2007-11-09,-4.185,-2455211,58673632
2007-11-12,10.092,6516270,64568180
2007-11-13,-14.054,-8742320,62205018
2007-11-14,91.149,59116064,64856343
2007-11-15,-20.099,-12506707,62225351
2007-11-16,48.029,23862416,49683183
2007-11-19,51.777,28673282,55378522
2007-11-20,63.819,40454072,63389156
2007-11-21,-46.621,-25692303,55108855
2007-11-22,-66.829,-35310314,52836626
2007-11-23,76.888,30309193,39419993
2007-11-26,-62.302,-29625844,47551800
2007-11-27,-6.311,-2588399,41015676
2007-11-28,-34.739,-14218478,40929392
2007-11-29,81.62,49979426,61234513
2007-11-30,-39.882,-21424358,53719055
2007-12-03,62.186,39403474,63363953
2007-12-04,9.509,4915335,51693771
2007-12-05,88.237,59001990,66867815
2007-12-06,11.004,6070465,55165490
2007-12-07,75.054,48127234,64123669
2007-12-10,98.453,87622105,88998710
2007-12-11,23.862,20763507,87013665
2007-12-12,28.425,26242381,92322255
2007-12-13,-74.131,-65790801,88748928
2007-12-14,74.359,52200077,70200085
2007-12-17,-9.339,-7645499,81866337
2007-12-18,-1.673,-878928,52526323
2007-12-19,72.537,52074283,71789653
2007-12-20,51.146,37503482,73326398
2007-12-21,85.207,72379415,84945185
2007-12-24,28.326,31234234,110267977
2007-12-25,28.985,26311358,90776566
2007-12-26,57.485,55126748,95898099
2007-12-27,23.782,26958593,113357568
2007-12-28,-32.486,-31696681,97571464
2008-01-02,75.249,75702850,100603777
2008-01-03,46.062,59224200,128575047
2008-01-04,9.385,9876666,105242686
2008-01-07,61.653,73357489,118984940
2008-01-08,-60.13,-79569937,132330719
2008-01-09,91.079,92810171,101901259
2008-01-10,-4.976,-6273831,126081552
2008-01-11,-10.333,-11418111,110498844
2008-01-14,34.929,36123282,103418482
2008-01-15,16.252,17842849,109789202
2008-01-16,-24.258,-29411134,121245214
2008-01-17,-37.066,-48471051,130770102
2008-01-18,40.942,38450776,93914926
2008-01-21,-71.467,-72950275,102075667
2008-01-22,-84.051,-99754791,118684240
2008-01-23,93.645,106929731,114186008
2008-01-24,49.464,59042022,119362711
2008-01-25,-0.337,-344281,102086941
2008-01-28,-72.923,-67448029,92492491
2008-01-29,50.565,33535395,66322006
2008-01-30,-30.946,-22229942,71834356
2008-01-31,-64.209,-37500385,58403681
2008-02-01,-63.986,-48596058,75947935
2008-02-04,99.167,75425245,76058627
2008-02-05,9.12,6130376,67215721
2008-02-13,3.208,1515098,47227735
2008-02-14,48.799,21941030,44961810
2008-02-15,6.936,3682831,53097058
2008-02-18,54.249,39433224,72688802
2008-02-19,60.228,47315133,78559858
2008-02-20,-31.355,-27687586,88303445
2008-02-21,48.199,38755563,80408061
2008-02-22,-48.196,-41715540,86553694
2008-02-25,-64.769,-48379948,74696421
2008-02-26,-55.528,-40458633,72861403
2008-02-27,81.688,53767412,65820283
2008-02-28,3.258,2066373,63425758
2008-02-29,68.702,43999425,64043474
2008-03-03,93.908,96025577,102255196
2008-03-04,-30.431,-34336629,112835366
2008-03-05,34.43,33959034,98632050
2008-03-06,4.115,4656278,113159954
2008-03-07,-37.726,-28835817,76434899
2008-03-10,-40.588,-33501216,82540461
2008-03-11,66.545,43760738,65760761
2008-03-12,-82.522,-60161665,72903418
2008-03-13,-45.027,-36348158,80724610
2008-03-14,-0.64,-339336,52988589
2008-03-17,-82.355,-53388593,64827431
2008-03-18,-80.231,-59728851,74446466
2008-03-19,63.161,51645454,81768489
2008-03-20,98.307,93861300,95478042
2008-03-21,33.858,28531879,84269990
2008-03-24,-73.326,-56924400,77631714
2008-03-25,71.945,48605405,67559089
2008-03-26,-30.559,-18309003,59914011
2008-03-27,-70.863,-49109334,69302268
2008-03-28,95.366,74792014,78425942
2008-03-31,-30.261,-18077680,59738982
2008-04-01,-91.098,-64577878,70888739
2008-04-02,-53.692,-42200275,78597457
2008-04-03,90.251,58186800,64472230
2008-04-07,99.886,77379071,77467353
2008-04-08,63.542,53172107,83679867
2008-04-09,-85.333,-66686997,78149084
2008-04-10,90.026,54763513,60830955
2008-04-11,10.099,5813902,57571653
2008-04-14,-72.265,-47011222,65053680
2008-04-15,65.014,38202760,58760667
2008-04-16,-55.454,-29424523,53060717
2008-04-17,-65.977,-39527081,59910662
2008-04-18,-70.153,-39310762,56036026
2008-04-21,-95.837,-73706529,76908542
2008-04-22,24.573,15422922,62763899
2008-04-23,97.883,78905963,80612591
2008-04-24,71.813,121776884,169575979
2008-04-25,41.488,67287440,162184226
2008-04-28,9.923,9545577,96201062
2008-04-29,53.79,46946098,87276381
2008-04-30,93.099,124194397,133400563
2008-05-05,49.556,64074016,129296870
2008-05-06,7.466,9569759,128179661
2008-05-07,-73.125,-87002300,118976956
2008-05-08,93.705,91309534,97443891
2008-05-09,-30.949,-35644366,115171113
2008-05-12,82.55,87966616,106561795
2008-05-13,59.9,75170094,125493496
2008-05-14,53.125,64426276,121273025
2008-05-15,-35.951,-41228818,114679053
2008-05-16,-34.123,-30936378,90661139
2008-05-19,10.19,6884139,67557298
2008-05-20,-80.091,-72667911,90731673
2008-05-21,95.43,95597153,100174663
2008-05-22,6.981,6496195,93052076
2008-05-23,-15.21,-12274457,80698715
2008-05-26,-48.938,-35558226,72659863
2008-05-27,29.801,16994243,57026308
2008-05-28,90.325,63109949,69869768
2008-05-29,-51.543,-35182760,68259163
2008-05-30,15.944,10274000,64439428
2008-06-02,54.659,35575533,65086213
2008-06-03,-29.373,-21334712,72634743
2008-06-04,-40.964,-25944184,63334675
2008-06-05,-11.291,-6115185,54160595
2008-06-06,-27.432,-12973846,47295320
2008-06-10,-85.028,-55815024,65643331
2008-06-11,-8.682,-5428516,62526541
2008-06-12,-8.091,-5335635,65946593
2008-06-13,-82.129,-44842813,54600736
2008-06-16,-32.104,-17320060,53950234
2008-06-17,-70.407,-41546254,59008833
2008-06-18,98.9,87228973,88199121
2008-06-19,-94.168,-72262150,76737819
2008-06-20,50.98,47804609,93772032
2008-06-23,6.241,3398061,54445794
2008-06-24,84.182,53708530,63800838
2008-06-25,98.832,86933655,87960953
2008-06-26,43.707,39638479,90690569
2008-06-27,-70.775,-58243914,82294117
2008-06-30,34.544,17896541,51808139
2008-07-01,-51.521,-27709264,53782818
2008-07-02,50.928,27901791,54786274
2008-07-03,95.13,89068099,93627482
2008-07-04,6.0,4722692,78708589
2008-07-07,93.245,97691292,104768292
2008-07-08,32.84,36368046,110743218
2008-07-09,82.013,108221612,131956043
2008-07-10,-23.992,-30320084,126373488
2008-07-11,-12.539,-11430636,91158225
2008-07-14,82.085,63635077,77523488
